measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Global,Both,All Ages,Other meningitis,Number,2000,2800082.67833,3478505.21788,2185573.47496
Prevalence,Global,Both,All Ages,Encephalitis,Number,2000,13638133.8314,20110493.1636,8844864.13238
Prevalence,Global,Both,All Ages,Diphtheria,Number,2000,1404.9878775,1883.27585623,1054.39460858
Prevalence,Global,Both,All Ages,Whooping cough,Number,2000,2480436.60017,3145624.03931,1913583.90328
Prevalence,Global,Both,All Ages,Tetanus,Number,2000,143074.693399,152385.478383,132363.722184
Prevalence,Global,Both,All Ages,Measles,Number,2000,1054586.63013,2322938.72336,369796.798746
Prevalence,Global,Both,All Ages,Varicella and herpes zoster,Number,2000,5997624.89428,6435793.79597,5587825.70779
Prevalence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2000,1811154319.78,2416016290.18,1410838240.72
Prevalence,Global,Both,All Ages,Malaria,Number,2000,156030651.36,169919646.896,142886942.638
Prevalence,Global,Both,All Ages,Chagas disease,Number,2000,6971141.83953,8182780.23328,5951616.25616
Prevalence,Global,Both,All Ages,Leishmaniasis,Number,2000,3373957.18442,4315052.93238,2578065.62515
Prevalence,Global,Both,All Ages,Visceral leishmaniasis,Number,2000,39134.4287472,42493.0878101,36354.0457626
Prevalence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2000,2829033.22154,3882843.96991,2043374.92425
Prevalence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2000,30782907.7808,33764188.6744,26989254.5058
Prevalence,Global,Both,All Ages,Hepatitis,Number,2000,514144604.704,586517393.333,452462491.302
Prevalence,Global,Both,All Ages,Acute hepatitis A,Number,2000,28190219.1428,55793420.8742,7781050.95553
Prevalence,Global,Both,All Ages,Hepatitis B,Number,2000,368715077.928,435453480.011,315386527.502
Prevalence,Global,Both,All Ages,Hepatitis C,Number,2000,114974582.376,127846253.285,102523811.724
Prevalence,Global,Both,All Ages,Acute hepatitis E,Number,2000,2264725.25696,2505145.05447,2046458.79596
Prevalence,Global,Both,All Ages,Leprosy,Number,2000,515223.99918,537818.214368,493252.32466
Prevalence,Global,Both,All Ages,Other infectious diseases,Number,2000,40357881.7747,41865933.3166,39024180.1297
Prevalence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2001,192.58902718,305.872859292,116.339760961
Prevalence,Global,Both,All Ages,Latent tuberculosis infection,Number,2001,1634829591.14,1754787390.44,1541551497.3
Prevalence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2000,907094923.993,988971835.995,842856704.774
Prevalence,Global,Both,All Ages,Syphilis,Number,2000,47180900.8267,58083646.4304,38266791.7453
Prevalence,Global,Both,All Ages,Chlamydial infection,Number,2000,81330484.9631,99581140.9872,65522742.9634
Prevalence,Global,Both,All Ages,Gonococcal infection,Number,2000,41913309.6108,50553406.2473,35008272.3224
Prevalence,Global,Both,All Ages,Trichomoniasis,Number,2000,134091257.444,153207696.692,115570219.349
Prevalence,Global,Both,All Ages,Genital herpes,Number,2000,646572935.556,741495810.465,565676617.134
Prevalence,Global,Both,All Ages,Other infectious diseases,Number,2001,40317769.6093,41745594.3215,39082913.7193
Prevalence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,1997,213859.233256,239286.056643,188717.103907
Prevalence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,1997,1473.15964855,1683.54127252,1304.88269626
Prevalence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2001,1767860754.67,1856789549.53,1691576120.81
Prevalence,Global,Both,All Ages,Tuberculosis,Number,2001,1643576403.48,1763213614.3,1550557887.77
Prevalence,Global,Both,All Ages,HIV/AIDS,Number,2001,27670922.6116,28728141.0629,26540631.537
Prevalence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2001,26602349.2668,27730418.0745,25415382.0959
Prevalence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2001,388905439.049,413337066.421,369662458.91
Prevalence,Global,Both,All Ages,Diarrheal diseases,Number,2001,59952718.9012,63259917.7718,56803816.3417
Prevalence,Global,Both,All Ages,Intestinal infectious diseases,Number,2001,1130578.25401,1277543.2582,1006024.95978
Prevalence,Global,Both,All Ages,Typhoid fever,Number,2001,1001963.85723,1183669.07067,855047.897798
Prevalence,Global,Both,All Ages,Paratyphoid fever,Number,2001,200020.376232,225547.170351,172538.868108
Prevalence,Global,Both,All Ages,Lower respiratory infections,Number,2001,6342034.66336,6738359.54072,5838532.78439
Prevalence,Global,Both,All Ages,Upper respiratory infections,Number,2001,206344413.718,231395788.922,188481629.558
Prevalence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,1996,376604682.438,399925466.794,357864352.326
Prevalence,Global,Both,All Ages,Diarrheal diseases,Number,1996,58240777.309,61671347.7265,55001672.8298
Prevalence,Global,Both,All Ages,Intestinal infectious diseases,Number,1996,1273524.79415,1436843.31429,1139106.92325
Prevalence,Global,Both,All Ages,Typhoid fever,Number,1996,1110641.51476,1316294.58068,942777.4708
Prevalence,Global,Both,All Ages,Paratyphoid fever,Number,1996,212389.262104,240144.650357,182063.302522
Prevalence,Global,Both,All Ages,Lower respiratory infections,Number,1996,6203242.94709,6626278.90917,5679152.34582
Prevalence,Global,Both,All Ages,Upper respiratory infections,Number,1996,198680434.653,222897981.844,180646527.362
Prevalence,Global,Both,All Ages,Otitis media,Number,1996,97181420.7496,106395320.746,89036028.6759
Prevalence,Global,Both,All Ages,Meningitis,Number,1996,13111864.2608,14901308.5444,11507425.7481
Prevalence,Global,Both,All Ages,Pneumococcal meningitis,Number,1996,5816248.85085,7063568.04336,4850958.86509
Prevalence,Global,Both,All Ages,H influenzae type B meningitis,Number,1996,3182813.387,4128856.56332,2199226.70136
Prevalence,Global,Both,All Ages,Meningococcal meningitis,Number,1996,1383125.48214,1776524.54939,1008929.06525
Prevalence,Global,Both,All Ages,Other meningitis,Number,1996,2729676.54082,3312938.05524,2066037.23908
Prevalence,Global,Both,All Ages,Encephalitis,Number,1996,13210194.0196,19244075.4978,9073861.17469
Prevalence,Global,Both,All Ages,Diphtheria,Number,1996,1571.51780718,1970.01831975,1283.08196833
Prevalence,Global,Both,All Ages,Whooping cough,Number,1996,2583289.73258,3205092.86349,2032745.65038
Prevalence,Global,Both,All Ages,Tetanus,Number,1996,140647.907177,148019.04415,129697.274181
Prevalence,Global,Both,All Ages,Measles,Number,1996,1172973.11921,2475156.04353,428032.114626
Prevalence,Global,Both,All Ages,Varicella and herpes zoster,Number,1996,5669755.29994,6012312.30577,5300251.79907
Prevalence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,1996,1830106064.61,1864023327.05,1793079773.43
Prevalence,Global,Both,All Ages,Malaria,Number,1996,138441678.828,150264624.769,128175371.447
Prevalence,Global,Both,All Ages,Chagas disease,Number,1996,6825748.52681,7938901.05291,5886587.61592
Prevalence,Global,Both,All Ages,Leishmaniasis,Number,1996,3162802.36352,4100954.78789,2336968.6981
Prevalence,Global,Both,All Ages,Visceral leishmaniasis,Number,1996,55221.6054051,61451.9094073,48300.2224201
Prevalence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,1996,2564994.01306,3680508.1501,1714266.9905
Prevalence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2001,923401179.206,1012070325.37,850415433.277
Prevalence,Global,Both,All Ages,Syphilis,Number,2001,47517811.6629,57842528.6064,40294026.6843
Prevalence,Global,Both,All Ages,Chlamydial infection,Number,2001,82240430.7557,101420255.673,68050978.6649
Prevalence,Global,Both,All Ages,Gonococcal infection,Number,2001,42695832.7945,53528015.9396,35503011.6321
Prevalence,Global,Both,All Ages,Trichomoniasis,Number,2001,136339563.501,156981007.957,120130308.736
Prevalence,Global,Both,All Ages,Genital herpes,Number,2001,658997056.972,746965531.172,581344744.278
Prevalence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2001,31126603.1074,34319622.2402,27489569.7996
Prevalence,Global,Both,All Ages,Hepatitis,Number,2001,522596696.605,584350401.804,455302820.374
Prevalence,Global,Both,All Ages,Acute hepatitis A,Number,2001,27298786.4247,55501464.7335,6995173.63126
Prevalence,Global,Both,All Ages,Hepatitis B,Number,2001,376122602.962,441820560.176,321950809.502
Prevalence,Global,Both,All Ages,Hepatitis C,Number,2001,116911940.731,131295727.874,104648328.836
Prevalence,Global,Both,All Ages,Acute hepatitis E,Number,2001,2263366.48713,2493205.21212,2063590.76659
Prevalence,Global,Both,All Ages,Leprosy,Number,2001,512484.35405,536761.42817,489399.649064
Prevalence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2000,1007004.04843,1370586.39113,710848.000132
Prevalence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2000,28030.0959171,40649.3967646,17827.2885155
Prevalence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2000,164.953918926,264.835330238,98.1110054815
Prevalence,Global,Both,All Ages,Latent tuberculosis infection,Number,2000,1625213173.21,1730299638.03,1520245195.46
Prevalence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2001,1039077.53541,1524912.65336,725542.125851
Prevalence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2001,29303.2203477,44544.2036303,18595.9285264
Prevalence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2002,1079757.08906,1586432.27841,754245.993879
Prevalence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2002,31028.8850859,46547.2677373,19812.9788492
Prevalence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2002,228.618526863,362.783541441,138.434736389
Prevalence,Global,Both,All Ages,Latent tuberculosis infection,Number,2002,1644867831.24,1766434506.18,1550334022.34
Prevalence,Global,Both,All Ages,Hookworm disease,Number,1997,460481990.061,474108962.535,448869619.05
Prevalence,Global,Both,All Ages,Food-borne trematodiases,Number,1997,62248083.9314,66062284.1339,58655331.9095
Prevalence,Global,Both,All Ages,Other neglected tropical diseases,Number,1997,42798403.0679,44486302.3463,41358761.5696
Prevalence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2002,940139513.015,1031197855.1,866055454.681
Prevalence,Global,Both,All Ages,Syphilis,Number,2002,48026139.2666,58424784.6011,40774967.1242
Prevalence,Global,Both,All Ages,Chlamydial infection,Number,2002,83197271.7058,102467903.239,68922664.7717
Prevalence,Global,Both,All Ages,Gonococcal infection,Number,2002,43555052.4274,54642798.2963,36180155.7347
Prevalence,Global,Both,All Ages,Trichomoniasis,Number,2002,138656793.267,159532008.292,122239280.716
Prevalence,Global,Both,All Ages,Genital herpes,Number,2002,671754481.275,761617571.633,592485036.333
Prevalence,Global,Both,All Ages,Other sexually transmitted diseases,Number,2002,31503726.923,34726691.8496,27804323.8027
Prevalence,Global,Both,All Ages,Hepatitis,Number,2002,532619058.914,599014533.718,465600834.304
Prevalence,Global,Both,All Ages,Acute hepatitis A,Number,2002,26748353.7071,53037663.5453,6380735.09214
Prevalence,Global,Both,All Ages,Hepatitis B,Number,2002,384722562.039,452483860.632,329969536.975
Prevalence,Global,Both,All Ages,Hepatitis C,Number,2002,118892980.392,133540759.373,106436840.447
Prevalence,Global,Both,All Ages,Acute hepatitis E,Number,2002,2255162.77612,2478449.27854,2058411.07965
Prevalence,Global,Both,All Ages,Leprosy,Number,2002,511875.052509,535594.463417,488991.307441
Prevalence,Global,Both,All Ages,Other infectious diseases,Number,2002,40423895.2208,41863446.6828,39205529.6358
Prevalence,Global,Both,All Ages,African trypanosomiasis,Number,1998,83992.0451356,125437.23524,55447.5019008
Prevalence,Global,Both,All Ages,Schistosomiasis,Number,1998,228968877.355,239354889.706,218736283.816
Prevalence,Global,Both,All Ages,Cysticercosis,Number,1998,2566344.72964,2906814.43528,2209542.06275
Prevalence,Global,Both,All Ages,Cystic echinococcosis,Number,1998,1877588.48758,2419296.12362,1433362.8991
Prevalence,Global,Both,All Ages,Lymphatic filariasis,Number,1998,50933692.9794,62109043.3534,43648951.6106
Prevalence,Global,Both,All Ages,Onchocerciasis,Number,1998,23014430.642,31105832.2571,16353733.8446
Prevalence,Global,Both,All Ages,Trachoma,Number,1998,3400595.75582,4379271.8851,2639545.38825
Prevalence,Global,Both,All Ages,Dengue,Number,1998,1816236.52805,3503623.93003,198911.165843
Prevalence,Global,Both,All Ages,Yellow fever,Number,1998,4803.47253947,11796.841358,1406.89942614
Prevalence,Global,Both,All Ages,Rabies,Number,1998,1550.55426611,2178.35619629,1038.35354407
Prevalence,Global,Both,All Ages,Intestinal nematode infections,Number,1998,1507002777.14,1541596076.63,1473519855.5
Prevalence,Global,Both,All Ages,Ascariasis,Number,1998,891492928.387,927311122.47,844548457.32
Prevalence,Global,Both,All Ages,Trichuriasis,Number,1998,454767017.052,476041420.783,431602849.873
Prevalence,Global,Both,All Ages,Hookworm disease,Number,1998,458105632.622,471489248.543,446711145.347
Prevalence,Global,Both,All Ages,Food-borne trematodiases,Number,1998,62950978.1197,66713108.4344,59412607.854
Prevalence,Global,Both,All Ages,Other neglected tropical diseases,Number,1998,43388529.7174,45082667.7848,41940128.8698
Prevalence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,1999,1728492054.59,1816359727.39,1654133750.23
Prevalence,Global,Both,All Ages,Tuberculosis,Number,1999,1608387438.98,1724773175.72,1518038819.08
Prevalence,Global,Both,All Ages,HIV/AIDS,Number,1999,23379137.1911,24312851.3259,22517431.7213
Prevalence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,1999,22501287.3057,23470429.0295,21497990.045
Prevalence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,1999,384091537.559,407976757.081,365263852.603
Prevalence,Global,Both,All Ages,Diarrheal diseases,Number,1999,59244383.8218,62597576.0772,56078621.8348
Prevalence,Global,Both,All Ages,Intestinal infectious diseases,Number,1999,1190261.02013,1341100.92085,1062518.87808
Prevalence,Global,Both,All Ages,Typhoid fever,Number,1999,1046799.29154,1238086.99027,891489.014907
Prevalence,Global,Both,All Ages,Paratyphoid fever,Number,1999,205421.823791,231853.328941,176749.656109
Prevalence,Global,Both,All Ages,Lower respiratory infections,Number,1999,6296301.08959,6701435.22547,5781261.84154
Prevalence,Global,Both,All Ages,Upper respiratory infections,Number,1999,203182080.435,227896076.813,185214908.047
Prevalence,Global,Both,All Ages,Otitis media,Number,1999,98794946.9493,108020541.028,90518298.2196
Prevalence,Global,Both,All Ages,Meningitis,Number,1999,13310828.7466,15129322.7368,11699930.1727
Prevalence,Global,Both,All Ages,Pneumococcal meningitis,Number,1999,5973913.11152,7241976.90774,4985090.65293
Prevalence,Global,Both,All Ages,H influenzae type B meningitis,Number,1999,3168929.76924,4100638.99128,2192378.68296
Prevalence,Global,Both,All Ages,Meningococcal meningitis,Number,1999,1388520.1739,1777631.23654,1015033.68353
Prevalence,Global,Both,All Ages,Other meningitis,Number,1999,2779465.69192,3368082.74944,2111751.3151
Prevalence,Global,Both,All Ages,Encephalitis,Number,1999,13517587.3912,19622380.6659,9310123.16028
Prevalence,Global,Both,All Ages,Diphtheria,Number,1999,1428.55822496,1831.36998994,1150.38398412
Prevalence,Global,Both,All Ages,Whooping cough,Number,1999,2496897.58774,3098342.7475,1961198.68169
Prevalence,Global,Both,All Ages,Tetanus,Number,1999,142033.283107,148753.80665,132440.540312
Prevalence,Global,Both,All Ages,Measles,Number,1999,1074890.34072,2274846.46532,392237.908754
Prevalence,Global,Both,All Ages,Varicella and herpes zoster,Number,1999,5909769.70871,6274918.2098,5515015.42355
Prevalence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,1999,1813632963.01,1847825054.03,1778206091.29
Prevalence,Global,Both,All Ages,Ebola,Number,1997,7.91255658189,25.1454744592,1.90858037066
Prevalence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,1997,8080667.99421,8888009.50489,7270494.13589
Prevalence,Global,Both,All Ages,Zika virus,Number,1997,0.0,0.0,0.0
Prevalence,Global,Both,All Ages,Guinea worm disease,Number,1997,52737.4813778,54069.4245223,51623.6075551
Prevalence,Global,Both,All Ages,Ebola,Number,1998,0.392167730308,2.45011584293,0.0
Prevalence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,1998,8192570.90952,9014057.71408,7371175.07209
Prevalence,Global,Both,All Ages,Zika virus,Number,1998,0.0,0.0,0.0
Prevalence,Global,Both,All Ages,Guinea worm disease,Number,1998,47936.7260404,49172.0307658,46960.8130973
Prevalence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,1998,240487.592717,266880.12932,212566.259576
Prevalence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,1998,1861.29248753,2105.13088551,1652.35962953
Prevalence,Global,Both,All Ages,Dengue,Number,2000,2072502.67864,3886276.18681,297328.140726
Prevalence,Global,Both,All Ages,Yellow fever,Number,2000,4721.60979121,12810.0070974,1367.56562641
Prevalence,Global,Both,All Ages,Rabies,Number,2000,1470.1760771,1876.3958561,901.782743347
Prevalence,Global,Both,All Ages,Intestinal nematode infections,Number,2000,1488663853.46,2155644202.9,1054094418.46
Prevalence,Global,Both,All Ages,Ascariasis,Number,2000,876924386.704,1270824282.76,593510611.153
Prevalence,Global,Both,All Ages,Trichuriasis,Number,2000,446536589.807,850439896.41,234280988.688
Prevalence,Global,Both,All Ages,Hookworm disease,Number,2000,456262785.773,733157721.221,281322025.265
Prevalence,Global,Both,All Ages,Food-borne trematodiases,Number,2000,64465337.6664,69088060.3405,60380645.808
Prevalence,Global,Both,All Ages,Other neglected tropical diseases,Number,2000,44854368.3059,46735438.0778,43257520.1595
Prevalence,Global,Both,All Ages,Encephalitis,Number,2002,13732218.1381,19849034.4969,9510032.35316
Prevalence,Global,Both,All Ages,Diphtheria,Number,2002,1126.41736087,1455.33921621,893.421992249
Prevalence,Global,Both,All Ages,Whooping cough,Number,2002,2315405.86879,2872868.24468,1816521.76668
Prevalence,Global,Both,All Ages,Tetanus,Number,2002,143050.90763,148512.876739,135474.093221
Prevalence,Global,Both,All Ages,Measles,Number,2002,869540.765276,1850046.62257,313688.829776
Prevalence,Global,Both,All Ages,Varicella and herpes zoster,Number,2002,6147160.14075,6533022.48363,5724016.94326
Prevalence,Global,Both,All Ages,Neglected tropical diseases and malaria,Number,2002,1811138968.99,1846434432.82,1773617735.61
Prevalence,Global,Both,All Ages,Malaria,Number,2002,160244982.274,173239286.88,150053142.062
Prevalence,Global,Both,All Ages,Chagas disease,Number,2002,6979145.04845,8149977.58094,6015751.80591
Prevalence,Global,Both,All Ages,Leishmaniasis,Number,2002,3530338.33561,4448227.67625,2774326.67886
Prevalence,Global,Both,All Ages,Visceral leishmaniasis,Number,2002,46739.9340545,49522.726529,43402.3437752
Prevalence,Global,Both,All Ages,Cutaneous and mucocutaneous leishmaniasis,Number,2002,2978677.4488,4052002.62541,2173539.81807
Prevalence,Global,Both,All Ages,Ebola,Number,1999,0.0,0.0,0.0
Prevalence,Global,Both,All Ages,African trypanosomiasis,Number,2000,74700.7101272,121586.938561,43074.1972884
Prevalence,Global,Both,All Ages,Schistosomiasis,Number,2000,239188426.751,248709433.996,228935299.357
Prevalence,Global,Both,All Ages,Cysticercosis,Number,2000,2593165.35281,2946471.25385,2242568.99264
Prevalence,Global,Both,All Ages,Cystic echinococcosis,Number,2000,1976744.65195,2907519.31863,1394412.92134
Prevalence,Global,Both,All Ages,Lymphatic filariasis,Number,2000,52945990.874,65745628.3442,44101388.0795
Prevalence,Global,Both,All Ages,Onchocerciasis,Number,2000,22959749.6098,32297132.4771,16536220.0332
Prevalence,Global,Both,All Ages,Trachoma,Number,2000,3593855.40574,4713953.13791,2677752.35964
Prevalence,Global,Both,All Ages,Ebola,Number,2000,228.677745401,381.58904381,88.2992899551
Prevalence,Global,Both,All Ages,Hookworm disease,Number,2001,453377634.51,468706490.909,440681397.711
Prevalence,Global,Both,All Ages,Food-borne trematodiases,Number,2001,65487721.7735,69292649.1876,62062735.8739
Prevalence,Global,Both,All Ages,Other neglected tropical diseases,Number,2001,44962592.9601,46680370.571,43481848.6592
Prevalence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2000,8465992.09168,9559368.30389,7549462.47305
Prevalence,Global,Both,All Ages,Zika virus,Number,2000,0.0,0.0,0.0
Prevalence,Global,Both,All Ages,Guinea worm disease,Number,2000,42048.6826404,42350.0720714,41757.5351651
Prevalence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2000,329564.194973,381088.995932,290364.252182
Prevalence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2000,3413.54809941,3954.48751648,2972.88040124
Prevalence,Global,Both,All Ages,African trypanosomiasis,Number,2001,60394.4034431,90789.1334266,39361.314869
Prevalence,Global,Both,All Ages,Schistosomiasis,Number,2001,243949989.371,254767709.208,233284717.577
Prevalence,Global,Both,All Ages,Cysticercosis,Number,2001,2590529.57156,2938407.22618,2217862.31426
Prevalence,Global,Both,All Ages,Cystic echinococcosis,Number,2001,1748592.82795,2279763.44401,1323676.95655
Prevalence,Global,Both,All Ages,Lymphatic filariasis,Number,2001,52312527.2295,63824030.8318,44763871.895
Prevalence,Global,Both,All Ages,Onchocerciasis,Number,2001,21365828.5955,29628602.6367,14756629.5553
Prevalence,Global,Both,All Ages,Trachoma,Number,2001,3526717.21667,4539340.53916,2737252.84071
Prevalence,Global,Both,All Ages,Dengue,Number,2001,2197243.3779,4031004.92663,425750.899826
Prevalence,Global,Both,All Ages,Yellow fever,Number,2001,4450.96379244,10949.5676382,1302.86023436
Prevalence,Global,Both,All Ages,Rabies,Number,2001,1350.53525591,1874.41583018,890.410330266
Prevalence,Global,Both,All Ages,Intestinal nematode infections,Number,2001,1479966939.66,1516210357.64,1446616509.16
Prevalence,Global,Both,All Ages,Ascariasis,Number,2001,866549390.428,903417524.043,817139313.775
Prevalence,Global,Both,All Ages,Trichuriasis,Number,2001,441776739.005,460394742.552,420992042.141
Prevalence,Global,Both,All Ages,HIV/AIDS and tuberculosis,Number,2002,1779178048.27,1869096876.7,1701842487.32
Prevalence,Global,Both,All Ages,Tuberculosis,Number,2002,1653583674.68,1774827844.1,1559311660.93
Prevalence,Global,Both,All Ages,HIV/AIDS,Number,2002,28036014.4385,29202232.0658,26956167.1142
Prevalence,Global,Both,All Ages,HIV/AIDS resulting in other diseases,Number,2002,26924999.8459,28082935.7038,25710061.8833
Prevalence,Global,Both,All Ages,"Diarrhea, lower respiratory, and other common infectious diseases",Number,2002,391388134.691,416149179.633,372115298.779
Prevalence,Global,Both,All Ages,Diarrheal diseases,Number,2002,60302297.618,63594739.4907,57153625.8376
Prevalence,Global,Both,All Ages,Intestinal infectious diseases,Number,2002,1103348.94208,1248750.52947,994100.528022
Prevalence,Global,Both,All Ages,Typhoid fever,Number,2002,979166.598245,1156345.82764,836015.17699
Prevalence,Global,Both,All Ages,Paratyphoid fever,Number,2002,196978.827482,222043.128588,170079.347819
Prevalence,Global,Both,All Ages,Lower respiratory infections,Number,2002,6348041.55766,6737543.8771,5854548.37666
Prevalence,Global,Both,All Ages,Upper respiratory infections,Number,2002,208090160.389,233333154.288,190248592.891
Prevalence,Global,Both,All Ages,Otitis media,Number,2002,100101588.663,109385921.267,91660823.5274
Prevalence,Global,Both,All Ages,Meningitis,Number,2002,13418015.5417,15244059.8622,11825761.1216
Prevalence,Global,Both,All Ages,Pneumococcal meningitis,Number,2002,6113594.51902,7395063.55133,5109709.70256
Prevalence,Global,Both,All Ages,H influenzae type B meningitis,Number,2002,3122217.84354,4026220.89396,2169333.79403
Prevalence,Global,Both,All Ages,Meningococcal meningitis,Number,2002,1390564.74509,1776506.365,1020810.51446
Prevalence,Global,Both,All Ages,Other meningitis,Number,2002,2791638.43404,3375114.04844,2130420.41237
Prevalence,Global,Both,All Ages,African trypanosomiasis,Number,1999,78102.9846793,116572.195726,51597.3675734
Prevalence,Global,Both,All Ages,Schistosomiasis,Number,1999,233906155.984,244426789.259,223550941.254
Prevalence,Global,Both,All Ages,Cysticercosis,Number,1999,2577510.0422,2919467.81815,2216236.05603
Prevalence,Global,Both,All Ages,Cystic echinococcosis,Number,1999,1844667.18008,2393107.83547,1404149.3252
Prevalence,Global,Both,All Ages,Lymphatic filariasis,Number,1999,51919793.8766,63327502.479,44476042.9175
Prevalence,Global,Both,All Ages,Onchocerciasis,Number,1999,22952155.1904,30900427.2313,16384451.3828
Prevalence,Global,Both,All Ages,Trachoma,Number,1999,3484002.23892,4484462.00527,2703259.14555
Prevalence,Global,Both,All Ages,Dengue,Number,1999,1915229.84982,3619335.96016,256767.731479
Prevalence,Global,Both,All Ages,Yellow fever,Number,1999,4700.05470929,11564.191001,1376.00872601
Prevalence,Global,Both,All Ages,Rabies,Number,1999,1502.25833079,2103.66686752,999.661762751
Prevalence,Global,Both,All Ages,Intestinal nematode infections,Number,1999,1496448685.82,1531176068.47,1463651848.16
Prevalence,Global,Both,All Ages,Ascariasis,Number,1999,881506404.524,917417121.653,835180916.952
Prevalence,Global,Both,All Ages,Trichuriasis,Number,1999,449835269.774,469936615.389,427710528.835
Prevalence,Global,Both,All Ages,Hookworm disease,Number,1999,456527203.512,469850736.937,445265991.26
Prevalence,Global,Both,All Ages,Food-borne trematodiases,Number,1999,63660764.6488,67375328.296,60174841.5937
Prevalence,Global,Both,All Ages,Other neglected tropical diseases,Number,1999,44056569.8064,45760292.3905,42597346.3032
Prevalence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,2001,324298.174526,364445.733515,283443.416381
Prevalence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,2001,3790.02650674,4254.17807869,3282.63491998
Prevalence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,1999,8318979.27801,9156747.99142,7484630.02909
Prevalence,Global,Both,All Ages,Zika virus,Number,1999,0.0,0.0,0.0
Prevalence,Global,Both,All Ages,Guinea worm disease,Number,1999,44596.7063119,45749.298047,43674.513576
Prevalence,Global,Both,All Ages,Multidrug-resistant tuberculosis without extensive drug resistance,Number,1999,276480.275673,304982.20687,244067.202626
Prevalence,Global,Both,All Ages,Extensively drug-resistant tuberculosis,Number,1999,2449.85797482,2752.2172632,2145.04137613
Prevalence,Global,Both,All Ages,Ebola,Number,2001,200.799156463,365.998350313,79.0966126377
Prevalence,Global,Both,All Ages,Drug-susceptible tuberculosis,Number,2001,8418724.13824,9273305.85205,7566183.4574
Prevalence,Global,Both,All Ages,Zika virus,Number,2001,0.0,0.0,0.0
Prevalence,Global,Both,All Ages,Guinea worm disease,Number,2001,26499.011267,27138.871079,25923.385253
Prevalence,Global,Both,All Ages,Drug-susceptible HIV/AIDS - Tuberculosis,Number,2003,1127756.43512,1657585.16347,787999.589783
Prevalence,Global,Both,All Ages,Multidrug-resistant HIV/AIDS - Tuberculosis without extensive drug resistance,Number,2003,33095.8456767,49031.8210001,21333.1843868
Prevalence,Global,Both,All Ages,Extensively drug-resistant HIV/AIDS - Tuberculosis,Number,2003,273.942025922,434.047065129,166.293131317
Prevalence,Global,Both,All Ages,Latent tuberculosis infection,Number,2003,1655783214.36,1779010182.35,1559813104.84
Prevalence,Global,Both,All Ages,Sexually transmitted diseases excluding HIV,Number,2003,957815034.32,1050532301.73,881673306.494
Prevalence,Global,Both,All Ages,Syphilis,Number,2003,48698623.242,59197399.5589,41368927.54
Prevalence,Global,Both,All Ages,Chlamydial infection,Number,2003,84236376.4754,103612553.448,69859133.5609
